ward_id,ward_name,forecast_date,temperature_max_c,temperature_min_c,temperature_mean_c,humidity_mean_pct,humidity_max_pct,wind_mean_mps,solar_max_wm2,heat_index_max_c,wbgt_max_c,wbgt_mean_c,utci_max_c,thermal_hazard_score,danger_hours,extreme_hours,night_temperature_min_c,peak_risk_time_ist,population_estimate_2020,population_density_per_sq_km,exposure_score,danger_day,consecutive_danger_days,heat_duration_score,mortality_risk_index,risk_level,alert_code,map_color,recommended_action,sms_alert_required,open_cooling_centres,shift_outdoor_work_hours,hospital_surge_alert,model_version,risk_interpretation,vulnerability_data_status
1,NARELA,2026-08-28,33.7,27.3,30.3,76.0,92,2.12,764.0,40.03,30.3,28.31,40.84,67.62,11,0,27.3,2026-08-28T11:00,107464,5301.18,25.21,True,1,33.33,53.0,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
108,KHYALA,2026-08-31,35.3,27.5,31.49,60.79,74,1.85,824.0,40.6,31.11,27.8,43.59,74.89,11,1,27.5,2026-08-31T13:00,55523,39067.69,50.11,True,4,100.0,67.42,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
108,KHYALA,2026-09-01,34.7,27.7,30.73,66.17,84,1.51,798.0,39.6,30.58,27.72,42.75,71.1,8,0,27.7,2026-09-01T13:00,55523,39067.69,50.11,True,5,100.0,64.01,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
109,JANAK PURI NORTH,2026-08-28,34.6,27.0,30.94,70.71,95,2.25,789.0,40.55,30.53,28.35,42.43,70.68,12,0,27.0,2026-08-28T13:00,102812,35018.9,58.11,True,1,33.33,60.05,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
109,JANAK PURI NORTH,2026-08-29,34.9,26.7,30.94,67.21,79,2.22,848.0,40.83,31.18,28.01,43.64,75.49,13,2,26.7,2026-08-29T13:00,102812,35018.9,58.11,True,2,66.67,66.65,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
109,JANAK PURI NORTH,2026-08-30,35.5,27.4,31.5,63.46,76,2.09,803.0,41.64,31.28,28.12,43.48,75.76,14,2,27.4,2026-08-30T14:00,102812,35018.9,58.11,True,3,100.0,69.41,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
109,JANAK PURI NORTH,2026-08-31,35.3,27.5,31.49,60.79,74,1.85,824.0,40.6,31.11,27.8,43.59,74.89,11,1,27.5,2026-08-31T13:00,102812,35018.9,58.11,True,4,100.0,68.62,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
109,JANAK PURI NORTH,2026-09-01,34.7,27.7,30.73,66.17,84,1.51,798.0,39.6,30.58,27.72,42.75,71.1,8,0,27.7,2026-09-01T13:00,102812,35018.9,58.11,True,5,100.0,65.15,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
11,MUKHERJEE NAGAR,2026-08-28,34.2,26.5,30.52,74.67,93,2.07,763.0,40.06,30.4,28.36,41.15,68.66,13,0,26.5,2026-08-28T13:00,68958,26687.57,39.48,True,1,33.33,55.78,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
11,MUKHERJEE NAGAR,2026-08-29,34.6,26.9,30.92,68.46,80,2.16,843.0,40.89,30.97,28.15,43.13,73.81,14,0,26.9,2026-08-29T13:00,68958,26687.57,39.48,True,2,66.67,62.41,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
11,MUKHERJEE NAGAR,2026-08-30,35.0,27.5,31.32,66.12,83,1.89,786.0,41.48,31.13,28.26,42.68,74.3,15,1,27.5,2026-08-30T14:00,68958,26687.57,39.48,True,3,100.0,65.3,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
11,MUKHERJEE NAGAR,2026-08-31,35.2,27.9,31.19,66.04,89,1.64,817.0,41.15,31.03,28.09,43.17,73.97,9,1,27.9,2026-08-31T14:00,68958,26687.57,39.48,True,4,100.0,65.02,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
11,MUKHERJEE NAGAR,2026-09-01,33.7,27.3,29.78,77.71,94,1.3,771.0,40.19,30.74,28.06,42.07,71.35,9,0,27.3,2026-09-01T13:00,68958,26687.57,39.48,True,5,100.0,62.72,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
110,NANGAL RAYA,2026-08-28,34.2,26.0,30.49,72.0,96,2.22,791.0,39.81,30.56,28.08,42.18,70.56,10,0,26.0,2026-08-28T13:00,64207,26692.86,38.22,True,1,33.33,57.14,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
110,NANGAL RAYA,2026-08-29,34.2,26.5,30.29,71.12,81,1.98,846.0,41.07,31.11,27.86,43.11,74.53,11,1,26.5,2026-08-29T13:00,64207,26692.86,38.22,True,2,66.67,62.84,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
110,NANGAL RAYA,2026-08-30,34.5,26.9,30.6,69.33,79,1.87,815.0,41.44,31.17,27.97,42.92,74.51,12,2,26.9,2026-08-30T14:00,64207,26692.86,38.22,True,3,100.0,65.3,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
110,NANGAL RAYA,2026-08-31,34.5,26.9,30.55,67.5,82,1.64,828.0,40.26,31.02,27.71,43.14,73.9,12,1,26.9,2026-08-31T13:00,64207,26692.86,38.22,True,4,100.0,64.77,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
110,NANGAL RAYA,2026-09-01,34.4,26.9,30.13,70.04,90,1.4,807.0,39.65,30.66,27.58,42.6,71.26,8,0,26.9,2026-09-01T13:00,64207,26692.86,38.22,True,5,100.0,62.46,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
111,HARI NAGAR,2026-08-28,34.6,27.0,30.94,70.71,95,2.25,789.0,40.55,30.53,28.35,42.43,70.68,12,0,27.0,2026-08-28T13:00,64851,27341.37,39.13,True,1,33.33,57.36,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
111,HARI NAGAR,2026-08-29,34.9,26.7,30.94,67.21,79,2.22,848.0,40.83,31.18,28.01,43.64,75.49,13,2,26.7,2026-08-29T13:00,64851,27341.37,39.13,True,2,66.67,63.79,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
111,HARI NAGAR,2026-08-30,35.5,27.4,31.5,63.46,76,2.09,803.0,41.64,31.28,28.12,43.48,75.76,14,2,27.4,2026-08-30T14:00,64851,27341.37,39.13,True,3,100.0,66.54,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
111,HARI NAGAR,2026-08-31,35.3,27.5,31.49,60.79,74,1.85,824.0,40.6,31.11,27.8,43.59,74.89,11,1,27.5,2026-08-31T13:00,64851,27341.37,39.13,True,4,100.0,65.78,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
111,HARI NAGAR,2026-09-01,34.7,27.7,30.73,66.17,84,1.51,798.0,39.6,30.58,27.72,42.75,71.1,8,0,27.7,2026-09-01T13:00,64851,27341.37,39.13,True,5,100.0,62.45,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
112,SUBHASH NAGAR,2026-08-28,34.6,27.0,30.94,70.71,95,2.25,789.0,40.55,30.53,28.35,42.43,70.68,12,0,27.0,2026-08-28T13:00,43922,31444.73,38.24,True,1,33.33,57.24,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
112,SUBHASH NAGAR,2026-08-29,34.9,26.7,30.94,67.21,79,2.22,848.0,40.83,31.18,28.01,43.64,75.49,13,2,26.7,2026-08-29T13:00,43922,31444.73,38.24,True,2,66.67,63.65,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
112,SUBHASH NAGAR,2026-08-30,35.5,27.4,31.5,63.46,76,2.09,803.0,41.64,31.28,28.12,43.48,75.76,14,2,27.4,2026-08-30T14:00,43922,31444.73,38.24,True,3,100.0,66.4,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
112,SUBHASH NAGAR,2026-08-31,35.3,27.5,31.49,60.79,74,1.85,824.0,40.6,31.11,27.8,43.59,74.89,11,1,27.5,2026-08-31T13:00,43922,31444.73,38.24,True,4,100.0,65.64,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
112,SUBHASH NAGAR,2026-09-01,34.7,27.7,30.73,66.17,84,1.51,798.0,39.6,30.58,27.72,42.75,71.1,8,0,27.7,2026-09-01T13:00,43922,31444.73,38.24,True,5,100.0,62.32,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
113,MAHAVIR NAGAR,2026-08-28,34.6,27.0,30.94,70.71,95,2.25,789.0,40.55,30.53,28.35,42.43,70.68,12,0,27.0,2026-08-28T13:00,46655,36315.87,44.57,True,1,33.33,58.13,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
113,MAHAVIR NAGAR,2026-08-29,34.9,26.7,30.94,67.21,79,2.22,848.0,40.83,31.18,28.01,43.64,75.49,13,2,26.7,2026-08-29T13:00,46655,36315.87,44.57,True,2,66.67,64.61,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
113,MAHAVIR NAGAR,2026-08-30,35.5,27.4,31.5,63.46,76,2.09,803.0,41.64,31.28,28.12,43.48,75.76,14,2,27.4,2026-08-30T14:00,46655,36315.87,44.57,True,3,100.0,67.36,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
113,MAHAVIR NAGAR,2026-08-31,35.3,27.5,31.49,60.79,74,1.85,824.0,40.6,31.11,27.8,43.59,74.89,11,1,27.5,2026-08-31T13:00,46655,36315.87,44.57,True,4,100.0,66.59,High,ORANGE,#E67E22,Activate the local heat action plan; open cooling centres; shift strenuous outdoor work away from afternoon hours; alert hospitals for a possible heat-illness surge.,True,True,True,True,provisional-impact-risk-v2,Relative heat-health impact ranking; not a predicted death count,WorldPop exposure included; demographic and health-outcome calibration pending
